a_id,q_id,predict_label,next_high_class,truth_label,prob_incorrect,prob_partial_correct,prob_correct
force.speed.2.652@test.com_Lab3_Q3,5,2,0,2,0.12886225,0.04771478,0.8234229
force.speed.2.772@test.com_Lab3_Q3,5,2,0,0,0.2323717,0.10059107,0.6670372
force.speed.3.604@test.com_Lab3_Q3,5,2,0,2,0.12668142,0.024591029,0.8487276
force.energy.3.121@test.com_Lab3_Q3,5,2,0,2,0.0938725,0.017009856,0.88911766
force.energy.3.244@test.com_Lab3_Q3,5,2,0,2,0.08590159,0.0075079645,0.90659046
force.energy.3.466@test.com_Lab3_Q3,5,2,0,2,0.062948346,0.0455242,0.8915274
force.energy.3.316@test.com_Lab3_Q3,5,2,0,2,0.028432174,0.008953803,0.96261406
force.energy.3.304@test.com_Lab3_Q3,5,2,0,2,0.045709684,0.008489965,0.94580036
force.energy.3.718@test.com_Lab3_Q3,5,2,0,2,0.32324195,0.26208192,0.4146761
force.energy.4.493@test.com_Lab3_Q3,5,0,1,0,0.4822255,0.46673638,0.05103812
pe.ke.1.931@test.com_Lab3_Q3,5,2,0,2,0.048750687,0.00961571,0.9416336
pe.ke.1.838@test.com_Lab3_Q3,5,2,0,2,0.062259536,0.03298244,0.90475804
pe.ke.1.529@test.com_Lab3_Q3,5,2,0,1,0.3952876,0.15057063,0.45414177
pe.ke.1.442@test.com_Lab3_Q3,5,2,1,0,0.052795667,0.40389284,0.54331154
pe.ke.1.853@test.com_Lab3_Q3,5,2,1,1,0.08021331,0.11985735,0.7999294
pe.ke.1.358@test.com_Lab3_Q3,5,2,0,2,0.014625041,0.0068679345,0.97850704
pe.ke.1.733@test.com_Lab3_Q3,5,0,1,0,0.38412467,0.36913535,0.24673997
pe.ke.1.517@test.com_Lab3_Q3,5,2,0,2,0.048270352,0.020721719,0.931008
pe.ke.1.283@test.com_Lab3_Q3,5,2,0,1,0.09580962,0.07745523,0.82673514
speed.mass.1.361@test.com_Lab3_Q3,5,2,0,2,0.054431926,0.016261175,0.9293069
speed.mass.2.973@test.com_Lab3_Q3,5,2,0,2,0.01439503,0.010348486,0.97525644
speed.mass.2.937@test.com_Lab3_Q3,5,1,2,1,0.16385263,0.6458639,0.19028349
speed.mass.2.925@test.com_Lab3_Q3,5,0,1,0,0.5063228,0.4754694,0.018207762
speed.mass.2.433@test.com_Lab3_Q3,5,2,1,0,0.058625314,0.23642246,0.70495224
speed.mass.2.874@test.com_Lab3_Q3,5,2,1,1,0.054190382,0.060172204,0.8856374
speed.mass.2.127@test.com_Lab3_Q3,5,2,1,2,0.15503848,0.3126199,0.53234166
speed.mass.2.571@test.com_Lab3_Q3,5,2,0,2,0.27000654,0.029053457,0.70094
speed.mass.2.574@test.com_Lab3_Q3,5,2,1,2,0.014903043,0.019099625,0.96599734
speed.mass.2.859@test.com_Lab3_Q3,5,2,0,2,0.2411092,0.031036437,0.72785443
mass.force.3.202@test.com_Lab3_Q4,6,0,1,2,0.50605285,0.36265135,0.13129582
mass.force.3.823@test.com_Lab3_Q4,6,2,0,2,0.03023341,0.007955826,0.9618108
mass.force.4.580@test.com_Lab3_Q4,6,2,1,2,0.06944884,0.1316343,0.7989169
mass.force.4.916@test.com_Lab3_Q4,6,2,1,2,0.0087311175,0.049670987,0.9415979
mass.force.4.550@test.com_Lab3_Q4,6,2,1,2,0.021552313,0.052340925,0.9261067
mass.force.4.385@test.com_Lab3_Q4,6,2,0,2,0.055338822,0.021002457,0.9236588
speed.energy.3.766@test.com_Lab3_Q4,6,1,2,0,0.06428716,0.5112154,0.4244974
speed.energy.3.946@test.com_Lab3_Q4,6,1,2,2,0.018177142,0.6284293,0.35339355
speed.energy.3.952@test.com_Lab3_Q4,6,2,1,2,0.029081995,0.062327802,0.9085902
speed.energy.3.907@test.com_Lab3_Q4,6,2,0,2,0.017612863,0.014359758,0.9680274
speed.energy.3.925@test.com_Lab3_Q4,6,2,1,0,0.07553343,0.16439639,0.7600702
speed.energy.3.655@test.com_Lab3_Q4,6,2,1,2,0.01910325,0.055667397,0.9252294
speed.energy.3.685@test.com_Lab3_Q4,6,2,0,2,0.12941173,0.009895968,0.86069226
speed.energy.3.931@test.com_Lab3_Q4,6,2,1,2,0.016702097,0.025881434,0.9574164
speed.energy.3.388@test.com_Lab3_Q4,6,0,1,0,0.7926073,0.18567394,0.021718806
speed.energy.3.715@test.com_Lab3_Q4,6,0,1,2,0.4887642,0.25583848,0.25539735
force.speed.2.937@test.com_Lab3_Q4,6,1,2,2,0.092920035,0.5014088,0.40567115
force.speed.2.910@test.com_Lab3_Q4,6,2,0,2,0.14647157,0.061360124,0.79216826
force.speed.2.991@test.com_Lab3_Q4,6,2,0,2,0.08673518,0.057815716,0.85544914
force.speed.2.913@test.com_Lab3_Q4,6,2,0,2,0.04240952,0.03633778,0.92125267
force.speed.2.721@test.com_Lab3_Q4,6,2,1,0,0.10606271,0.44303572,0.45090163
force.speed.2.460@test.com_Lab3_Q4,6,2,1,2,0.25336483,0.25535426,0.49128085
force.speed.2.652@test.com_Lab3_Q4,6,2,1,2,0.046869703,0.13167572,0.8214546
force.speed.3.604@test.com_Lab3_Q4,6,2,0,2,0.2387911,0.11438088,0.64682806
force.energy.3.121@test.com_Lab3_Q4,6,2,1,2,0.029677248,0.06347982,0.9068429
force.energy.3.244@test.com_Lab3_Q4,6,2,0,2,0.056691486,0.020418812,0.9228897
force.energy.3.466@test.com_Lab3_Q4,6,2,0,2,0.08468723,0.047485508,0.86782724
force.energy.3.316@test.com_Lab3_Q4,6,2,1,2,0.013520787,0.01813406,0.9683452
force.energy.3.304@test.com_Lab3_Q4,6,2,0,2,0.045709684,0.008489965,0.94580036
force.energy.3.718@test.com_Lab3_Q4,6,0,1,2,0.40756497,0.3068343,0.28560075
force.energy.4.493@test.com_Lab3_Q4,6,1,0,0,0.21310319,0.7710768,0.015820026
pe.ke.1.931@test.com_Lab3_Q4,6,2,0,2,0.023754792,0.022095632,0.95414954
pe.ke.1.838@test.com_Lab3_Q4,6,2,1,2,0.06144761,0.0616935,0.8768589
pe.ke.1.529@test.com_Lab3_Q4,6,2,1,1,0.037381344,0.039770853,0.9228478
pe.ke.1.442@test.com_Lab3_Q4,6,2,0,2,0.03811017,0.010718858,0.951171
pe.ke.1.853@test.com_Lab3_Q4,6,2,1,1,0.08847377,0.14608546,0.76544076
pe.ke.1.358@test.com_Lab3_Q4,6,2,1,2,0.0150319,0.028482677,0.95648545
pe.ke.1.733@test.com_Lab3_Q4,6,2,0,0,0.11422589,0.096494384,0.78927976
pe.ke.1.517@test.com_Lab3_Q4,6,2,1,2,0.030596063,0.040256098,0.92914784
pe.ke.1.283@test.com_Lab3_Q4,6,2,0,2,0.032410048,0.018453026,0.9491369
speed.mass.1.361@test.com_Lab3_Q4,6,2,1,1,0.06631983,0.09129292,0.8423872
speed.mass.2.973@test.com_Lab3_Q4,6,2,0,2,0.023498962,0.010503434,0.9659976
speed.mass.2.937@test.com_Lab3_Q4,6,1,2,1,0.16385263,0.6458639,0.19028349
speed.mass.2.925@test.com_Lab3_Q4,6,2,1,2,0.09983976,0.39052176,0.5096385
speed.mass.2.433@test.com_Lab3_Q4,6,2,1,0,0.08827676,0.3177131,0.5940102
speed.mass.2.874@test.com_Lab3_Q4,6,2,1,2,0.013033923,0.11246625,0.8744998
speed.mass.2.127@test.com_Lab3_Q4,6,1,0,0,0.12650232,0.7840681,0.08942958
speed.mass.2.571@test.com_Lab3_Q4,6,1,2,2,0.1829801,0.5461106,0.2709093
speed.mass.2.574@test.com_Lab3_Q4,6,2,0,2,0.093294494,0.043458022,0.86324745
speed.mass.2.859@test.com_Lab3_Q4,6,2,1,2,0.052589446,0.3041596,0.64325094
mass.force.5.322@test.com_Lab4_Q2,7,2,0,2,0.023205416,0.017870247,0.95892435
mass.force.5.592@test.com_Lab4_Q2,7,2,0,2,0.03366856,0.0050597973,0.96127164
mass.force.5.982@test.com_Lab4_Q2,7,2,0,2,0.042015765,0.0062678074,0.9517165
mass.force.5.610@test.com_Lab4_Q2,7,1,2,1,0.13903724,0.60128057,0.25968224
mass.force.5.334@test.com_Lab4_Q2,7,2,1,2,0.024004089,0.054011554,0.9219843
mass.force.5.499@test.com_Lab4_Q2,7,2,0,1,0.07762395,0.035858378,0.8865177
force.speed.1.523@test.com_Lab4_Q2,7,0,1,0,0.84647673,0.1449209,0.008602448
force.speed.1.436@test.com_Lab4_Q2,7,2,1,2,0.18238026,0.22125778,0.59636194
force.speed.1.256@test.com_Lab4_Q2,7,2,1,2,0.0793263,0.17643191,0.7442418
force.speed.1.808@test.com_Lab4_Q2,7,0,1,0,0.9312465,0.044848833,0.023904746
force.speed.1.511@test.com_Lab4_Q2,7,2,0,2,0.022511194,0.009806653,0.9676821
force.speed.1.709@test.com_Lab4_Q2,7,2,0,2,0.05341008,0.010861248,0.93572867
force.speed.1.925@test.com_Lab4_Q2,7,2,1,2,0.041035548,0.38306203,0.5759024
force.speed.1.784@test.com_Lab4_Q2,7,2,0,0,0.18261176,0.09812975,0.7192585
force.speed.1.343@test.com_Lab4_Q2,7,0,1,1,0.39157647,0.34590366,0.26251987
force.speed.1.619@test.com_Lab4_Q2,7,2,1,1,0.0786967,0.44306207,0.47824115
force.energy.2.730@test.com_Lab4_Q2,7,2,0,2,0.017516417,0.009677125,0.9728064
force.energy.2.634@test.com_Lab4_Q2,7,1,0,0,0.4691965,0.49565858,0.035144858
force.energy.2.328@test.com_Lab4_Q2,7,2,0,2,0.101746015,0.04162303,0.8566309
force.energy.2.853@test.com_Lab4_Q2,7,1,0,2,0.12718713,0.82599837,0.046814494
force.energy.2.994@test.com_Lab4_Q2,7,2,1,2,0.017575603,0.025695989,0.9567284
force.energy.2.223@test.com_Lab4_Q2,7,2,1,2,0.013196464,0.036399767,0.9504038
force.energy.2.271@test.com_Lab4_Q2,7,2,1,2,0.036632806,0.05147102,0.9118962
force.energy.3.607@test.com_Lab4_Q2,7,2,1,2,0.015838215,0.088837296,0.8953244
force.energy.3.823@test.com_Lab4_Q2,7,2,1,2,0.04396067,0.43320075,0.52283853
force.energy.3.970@test.com_Lab4_Q2,7,2,0,2,0.04491539,0.0146035915,0.940481
force.energy.4.496@test.com_Lab4_Q2,7,2,0,0,0.055763956,0.05485458,0.88938147
force.energy.4.493@test.com_Lab4_Q2,7,0,1,0,0.8207446,0.1697875,0.009467906
pe.ke.1.931@test.com_Lab4_Q2,7,2,1,2,0.03220461,0.057300355,0.910495
pe.ke.1.838@test.com_Lab4_Q2,7,2,1,2,0.013059323,0.014433416,0.97250724
pe.ke.1.529@test.com_Lab4_Q2,7,1,0,2,0.33621156,0.59657073,0.06721775
pe.ke.1.442@test.com_Lab4_Q2,7,2,0,2,0.05435343,0.01248155,0.9331651
pe.ke.4.220@test.com_Lab4_Q2,7,2,0,2,0.047848,0.022697927,0.929454
pe.ke.4.100@test.com_Lab4_Q2,7,2,1,2,0.014406935,0.014762179,0.9708309
pe.ke.4.622@test.com_Lab4_Q2,7,2,0,2,0.03975544,0.023932545,0.93631196
speed.mass.1.805@test.com_Lab4_Q2,7,2,0,2,0.025422988,0.01563227,0.95894474
speed.mass.1.886@test.com_Lab4_Q2,7,1,2,2,0.102947794,0.6629544,0.2340978
speed.mass.1.664@test.com_Lab4_Q2,7,2,1,2,0.014732589,0.09418579,0.8910816
speed.mass.1.115@test.com_Lab4_Q2,7,1,2,2,0.078132726,0.6098939,0.31197333
speed.mass.1.337@test.com_Lab4_Q2,7,1,0,2,0.061613165,0.8819192,0.056467615
speed.mass.1.775@test.com_Lab4_Q2,7,2,0,2,0.020338537,0.016084183,0.9635773
speed.mass.1.682@test.com_Lab4_Q2,7,0,1,0,0.90671873,0.07936767,0.013913551
speed.mass.3.586@test.com_Lab4_Q2,7,1,0,2,0.09968299,0.80341065,0.096906334
speed.mass.3.847@test.com_Lab4_Q2,7,2,1,2,0.119362734,0.18552265,0.69511455
speed.mass.3.715@test.com_Lab4_Q2,7,2,1,2,0.014359745,0.06638765,0.9192526
speed.mass.3.289@test.com_Lab4_Q2,7,1,0,2,0.14768004,0.7504835,0.10183651
speed.mass.3.106@test.com_Lab4_Q2,7,1,0,0,0.2735813,0.71107846,0.015340354
speed.mass.3.784@test.com_Lab4_Q2,7,1,0,2,0.08166403,0.8911429,0.027193125
speed.mass.3.577@test.com_Lab4_Q2,7,2,0,2,0.053674065,0.031084297,0.91524166
speed.mass.3.202@test.com_Lab4_Q2,7,1,2,2,0.094165124,0.79115456,0.11468036
speed.mass.3.502@test.com_Lab4_Q2,7,1,2,2,0.20611832,0.5233457,0.27053595
speed.mass.3.736@test.com_Lab4_Q2,7,1,0,2,0.27261513,0.6928435,0.034541417
energy.mass.5.673@test.com_Lab5_Q2,8,2,0,2,0.10610908,0.016356068,0.8775348
energy.mass.5.214@test.com_Lab5_Q2,8,2,0,2,0.044071324,0.006434748,0.94949394
mass.force.1.784@test.com_Lab5_Q2,8,0,1,1,0.9521328,0.03426393,0.013603221
mass.force.1.169@test.com_Lab5_Q2,8,0,2,1,0.74394715,0.094602264,0.16145065
mass.force.1.745@test.com_Lab5_Q2,8,2,0,2,0.12626483,0.023147587,0.8505876
mass.force.1.817@test.com_Lab5_Q2,8,1,0,0,0.3923802,0.5442954,0.06332443
mass.force.1.646@test.com_Lab5_Q2,8,2,0,2,0.038302705,0.022634374,0.93906295
mass.force.1.874@test.com_Lab5_Q2,8,2,0,1,0.3251391,0.1571453,0.5177156
mass.force.1.595@test.com_Lab5_Q2,8,2,0,2,0.14526315,0.039439406,0.8152975
speed.energy.2.196@test.com_Lab5_Q2,8,2,0,1,0.056503978,0.008576546,0.9349195
speed.energy.2.319@test.com_Lab5_Q2,8,2,1,1,0.059203733,0.30634418,0.63445204
speed.energy.2.895@test.com_Lab5_Q2,8,0,2,1,0.431954,0.2802046,0.28784138
speed.energy.2.208@test.com_Lab5_Q2,8,0,1,0,0.957903,0.026204392,0.015892522
speed.energy.3.925@test.com_Lab5_Q2,8,2,0,2,0.10075543,0.008275257,0.89096934
speed.energy.3.685@test.com_Lab5_Q2,8,2,0,1,0.13258368,0.010076544,0.8573398
speed.energy.3.931@test.com_Lab5_Q2,8,2,1,2,0.03692568,0.0454746,0.9175997
speed.energy.3.715@test.com_Lab5_Q2,8,1,0,0,0.26514164,0.7250848,0.009773589
speed.energy.3.175@test.com_Lab5_Q2,8,2,0,2,0.34022117,0.034464117,0.6253147
speed.energy.3.679@test.com_Lab5_Q2,8,2,0,1,0.08768368,0.028756902,0.88355947
force.speed.1.784@test.com_Lab5_Q2,8,2,0,2,0.17921019,0.025812851,0.79497695
force.speed.1.343@test.com_Lab5_Q2,8,2,0,2,0.15517502,0.083516665,0.7613083
force.speed.1.619@test.com_Lab5_Q2,8,2,0,2,0.14353922,0.030134102,0.82632667
force.speed.1.133@test.com_Lab5_Q2,8,2,0,2,0.22110072,0.06455165,0.71434766
force.speed.1.169@test.com_Lab5_Q2,8,2,0,2,0.15752158,0.041295912,0.80118257
force.speed.1.544@test.com_Lab5_Q2,8,1,0,0,0.41839415,0.4817425,0.09986336
force.speed.3.496@test.com_Lab5_Q2,8,2,0,2,0.1202753,0.03165117,0.8480735
force.speed.3.790@test.com_Lab5_Q2,8,2,1,2,0.029417625,0.09661532,0.873967
force.speed.3.853@test.com_Lab5_Q2,8,2,1,2,0.021470288,0.084658,0.8938717
force.speed.3.835@test.com_Lab5_Q2,8,2,1,2,0.034935784,0.044466536,0.92059773
force.speed.3.601@test.com_Lab5_Q2,8,2,0,2,0.04413404,0.03982926,0.9160367
force.speed.3.979@test.com_Lab5_Q2,8,2,1,2,0.04246164,0.14405409,0.81348425
force.energy.3.121@test.com_Lab5_Q2,8,1,0,0,0.25485083,0.7266047,0.018544372
force.energy.3.244@test.com_Lab5_Q2,8,0,1,1,0.78540003,0.1609236,0.05367636
force.energy.3.466@test.com_Lab5_Q2,8,0,1,0,0.9900253,0.007983132,0.0019915446
force.energy.3.316@test.com_Lab5_Q2,8,2,0,2,0.095636494,0.014280436,0.890083
force.energy.3.304@test.com_Lab5_Q2,8,0,2,2,0.5418608,0.054569732,0.40356943
force.energy.3.718@test.com_Lab5_Q2,8,0,2,2,0.56252676,0.08585235,0.35162088
force.energy.3.643@test.com_Lab5_Q2,8,0,1,2,0.8149687,0.15278575,0.03224553
force.energy.3.976@test.com_Lab5_Q2,8,2,0,2,0.3098509,0.1852223,0.50492686
force.energy.3.205@test.com_Lab5_Q2,8,0,1,1,0.78540003,0.1609236,0.05367636
force.energy.3.550@test.com_Lab5_Q2,8,0,1,2,0.8687401,0.103467815,0.027792098
pe.ke.2.289@test.com_Lab5_Q2,8,2,1,2,0.035894334,0.048227984,0.9158777
pe.ke.2.574@test.com_Lab5_Q2,8,2,1,1,0.18605796,0.3817984,0.43214372
pe.ke.2.274@test.com_Lab5_Q2,8,2,0,1,0.17922212,0.05014514,0.7706327
pe.ke.2.556@test.com_Lab5_Q2,8,2,0,1,0.046184678,0.012998038,0.94081724
pe.ke.2.355@test.com_Lab5_Q2,8,2,0,2,0.059090752,0.014734323,0.92617494
pe.ke.2.553@test.com_Lab5_Q2,8,2,0,2,0.22831999,0.02325761,0.7484224
pe.ke.2.916@test.com_Lab5_Q2,8,2,1,2,0.02280504,0.2552726,0.7219224
pe.ke.3.652@test.com_Lab5_Q2,8,2,1,1,0.01994642,0.19292557,0.787128
pe.ke.3.697@test.com_Lab5_Q2,8,2,0,1,0.055977713,0.023645617,0.9203767
